series_key,brand,series,body_type,energy_type,vehicle_categories,energy_subtypes,manufacturer_attributes,taxonomy_source,taxonomy_confidence
翼放ec5,五十铃,翼放EC5,,燃油车,,燃油,,internal_90d,0.88
翼放es5,五十铃,翼放ES5,,燃油车,,燃油,,internal_90d,0.88
翼真l380,吉利银河,翼真L380,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
翼神,三菱,翼神,,燃油车,,燃油,,internal_90d,0.88
翼虎,福特,翼虎,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
胜达,现代,胜达,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
胜达经典,现代,胜达经典,,燃油车,,燃油,,internal_90d,0.88
胜达进口,现代,胜达(进口),,燃油车,,燃油,,internal_90d,0.88
腾势,腾势,腾势,,新能源,,新能源,,internal_90d,0.88
腾势d9dm,腾势,腾势D9 DM,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
腾势d9dmi,腾势,腾势D9 DM-i,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
腾势d9ev,腾势,腾势D9 EV,MPV,新能源,MPV,新能源,,heuristic_body+internal_90d,0.88
腾势n7,腾势,腾势N7,,新能源,,新能源,,internal_90d,0.88
腾势n8dm,腾势,腾势N8 DM,,新能源,,新能源,,internal_90d,0.88
腾势n8ldm,腾势,腾势N8L DM,,新能源,,新能源,,internal_90d,0.88
腾势n9dm,腾势,腾势N9 DM,,新能源,,新能源,,internal_90d,0.88
腾势xbev,腾势,腾势X BEV,,新能源,,新能源,,internal_90d,0.88
腾势xphev,腾势,腾势X PHEV,,新能源,,新能源,,internal_90d,0.88
腾势z9dm,腾势,腾势Z9 DM,,新能源,,新能源,,internal_90d,0.88
腾势z9ev,腾势,腾势Z9 EV,,,,,,unknown,0.0
腾势z9gtdm,腾势,腾势Z9GT DM,,新能源,,新能源,,internal_90d,0.88
腾势z9gtev,腾势,腾势Z9GT EV,,新能源,,新能源,,internal_90d,0.88
自游家nv,自游家,自游家NV,,新能源,,新能源,,internal_90d,0.88
自由侠,Jeep,自由侠,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
自由光,Jeep,自由光,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
自由光进口,Jeep,自由光(进口),SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
自由客,Jeep,自由客,,燃油车,,燃油,,internal_90d,0.88
自由王国vala,北京汽车制造厂,自由王国vala,,新能源,,新能源,,internal_90d,0.88
自由舰,吉利汽车,自由舰,,燃油车,,燃油,,internal_90d,0.88
至境l7,别克,至境L7,,新能源,,新能源,,internal_90d,0.88
至境世家,别克,至境世家,,新能源,,新能源,,internal_90d,0.88
致悦,菲亚特,致悦,,燃油车,,燃油,,internal_90d,0.88
致胜,福特,致胜,,燃油车,,燃油,,internal_90d,0.88
航海家,林肯,航海家,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
航海家进口,林肯,航海家(进口),,燃油车,,燃油,,internal_90d,0.88
艾力绅,本田,艾力绅,MPV,燃油车,MPV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
艾瑞泽3,奇瑞,艾瑞泽3,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
艾瑞泽5,奇瑞,艾瑞泽5,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
艾瑞泽5e,奇瑞新能源,艾瑞泽5e,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
艾瑞泽5gt,奇瑞,艾瑞泽5 GT,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
艾瑞泽5plus,奇瑞,艾瑞泽5 PLUS,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
艾瑞泽7,奇瑞,艾瑞泽7,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
艾瑞泽7e,奇瑞新能源,艾瑞泽7e,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
艾瑞泽8,奇瑞,艾瑞泽8,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
艾瑞泽8pro,奇瑞,艾瑞泽8 PRO,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
艾瑞泽e,奇瑞新能源,艾瑞泽e,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
艾瑞泽gx,奇瑞,艾瑞泽GX,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
艾瑞泽m7,奇瑞,艾瑞泽M7,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
艾菲,九龙,艾菲,,燃油车,,燃油,,internal_90d,0.88
芒果,雷丁,芒果,,新能源,,新能源,,internal_90d,0.88
芒果pro,雷丁,芒果Pro,,新能源,,新能源,,internal_90d,0.88
芝麻,众泰,芝麻,,新能源,,新能源,,internal_90d,0.88
花仙子,江淮钇为,花仙子,,新能源,,新能源,,internal_90d,0.88
花冠,丰田,花冠,,燃油车,,燃油,,internal_90d,0.88
英仕派,本田,英仕派,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
英仕派phev,本田,英仕派 PHEV,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
英伦c5,吉利汽车,英伦C5,,燃油车,,燃油,,internal_90d,0.88
英伦tx4,吉利汽车,英伦TX4,,燃油车,,燃油,,internal_90d,0.88
英伦tx4phev,吉利汽车,英伦TX4 PHEV,,燃油车,,燃油,,internal_90d,0.88
英力士掷弹兵,英力士,英力士掷弹兵,,燃油车,,燃油,,internal_90d,0.88
英朗,别克,英朗,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
英致727,英致汽车,英致727,,燃油车,,燃油,,internal_90d,0.88
英致737,英致汽车,英致737,,燃油车,,燃油,,internal_90d,0.88
英致737ev,英致汽车,英致737 EV,,新能源,,新能源,,internal_90d,0.88
英致g3,英致汽车,英致G3,,燃油车,,燃油,,internal_90d,0.88
英致g5,英致汽车,英致G5,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪esq,英菲尼迪,英菲尼迪ESQ,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪ex,英菲尼迪,英菲尼迪EX,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪fx,英菲尼迪,英菲尼迪FX,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪g系,英菲尼迪,英菲尼迪G系,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪jx,英菲尼迪,英菲尼迪JX,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪m系,英菲尼迪,英菲尼迪M系,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪q50,英菲尼迪,英菲尼迪Q50,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
英菲尼迪q50l,英菲尼迪,英菲尼迪Q50L,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
英菲尼迪q60,英菲尼迪,英菲尼迪Q60,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪q60s,英菲尼迪,英菲尼迪Q60S,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪q70,英菲尼迪,英菲尼迪Q70,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
英菲尼迪qx,英菲尼迪,英菲尼迪QX,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪qx30,英菲尼迪,英菲尼迪QX30,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪qx50,英菲尼迪,英菲尼迪QX50,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪qx50进口,英菲尼迪,英菲尼迪QX50(进口),,燃油车,,燃油,,internal_90d,0.88
英菲尼迪qx55,英菲尼迪,英菲尼迪QX55,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪qx60,英菲尼迪,英菲尼迪QX60,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
英菲尼迪qx60进口,英菲尼迪,英菲尼迪QX60(进口）,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
英菲尼迪qx70,英菲尼迪,英菲尼迪QX70,,燃油车,,燃油,,internal_90d,0.88
英菲尼迪qx80,英菲尼迪,英菲尼迪QX80,,燃油车,,燃油,,internal_90d,0.88
英速亚,欧宝,英速亚,,燃油车,,燃油,,internal_90d,0.88
荣威350,荣威,荣威350,,燃油车,,燃油,,internal_90d,0.88
荣威360,荣威,荣威360,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
荣威550,荣威,荣威550,,燃油车,,燃油,,internal_90d,0.88
荣威750,荣威,荣威750,,燃油车,,燃油,,internal_90d,0.88
荣威950,荣威,荣威950,,燃油车,,燃油,,internal_90d,0.88
荣威d5xdmh,荣威,荣威D5X DMH,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
荣威d6,荣威,荣威D6,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
荣威d7dmh,荣威,荣威D7 DMH,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
荣威d7ev,荣威,荣威D7 EV,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
荣威e50,荣威,荣威e50,,新能源,,新能源,,internal_90d,0.88
荣威e550,荣威,荣威e550,,新能源,,新能源,,internal_90d,0.88
荣威e950,荣威,荣威e950,,新能源,,新能源,,internal_90d,0.88
荣威ei5,荣威,荣威Ei5,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
荣威ei6,荣威,荣威ei6,,新能源,,新能源,,internal_90d,0.88
荣威ei6max,荣威,荣威ei6 MAX,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
荣威erx5,荣威,荣威eRX5,SUV,新能源,SUV,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
荣威i5,荣威,荣威i5,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
荣威i6,荣威,荣威i6,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
荣威i6max,荣威,荣威i6 MAX,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
荣威i6maxev,荣威,荣威i6 MAX EV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
荣威i6经典,荣威,荣威i6经典,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
荣威imax8,荣威,荣威iMAX8,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
荣威imax8dmh,荣威,荣威iMAX8 DMH,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
荣威imax8ev,荣威,荣威iMAX8 EV,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
荣威m7dmh,荣威,荣威M7 DMH,轿车,新能源,轿车,新能源,,dcd_ranking+internal_90d,0.96
荣威marvelx,荣威,荣威Marvel X,,新能源,,新能源,,internal_90d,0.88
荣威rx3,荣威,荣威RX3,,燃油车,,燃油,,internal_90d,0.88
荣威rx5,荣威,荣威RX5,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
荣威rx5emax,荣威,荣威RX5 eMAX,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
荣威rx5max,荣威,荣威RX5 MAX,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
荣威rx8,荣威,荣威RX8,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
荣威rx9,荣威,荣威RX9,,燃油车,,燃油,,internal_90d,0.88
荣威w5,荣威,荣威W5,,燃油车,,燃油,,internal_90d,0.88
荣御,别克,荣御,,燃油车,,燃油,,internal_90d,0.88
莲花l3,莲花汽车,莲花L3,,燃油车,,燃油,,internal_90d,0.88
莲花l5,莲花汽车,莲花L5,,燃油车,,燃油,,internal_90d,0.88
菱势黄金仓,菱势汽车,菱势黄金仓,,新能源,,新能源,,internal_90d,0.88
菱势黄金仓plus,菱势汽车,菱势黄金仓PLUS,,新能源,,新能源,,internal_90d,0.88
菱势黄金卡,菱势汽车,菱势黄金卡,,新能源,,新能源,,internal_90d,0.88
菱帅,东南,菱帅,,燃油车,,燃油,,internal_90d,0.88
菱智,东风风行,菱智,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
菱智plus,东风风行,菱智PLUS,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
菱智新能源,东风风行,菱智新能源,MPV,新能源,MPV,新能源,,dcd_ranking+internal_90d,0.96
菱绅,东南,菱绅,,燃油车,,燃油,,internal_90d,0.88
菲亚特500,菲亚特,菲亚特500,,燃油车,,燃油,,internal_90d,0.88
菲斯塔,现代,菲斯塔,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
菲斯塔纯电动,现代,菲斯塔 纯电动,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
菲翔,菲亚特,菲翔,,燃油车,,燃油,,internal_90d,0.88
菲跃,菲亚特,菲跃,,燃油车,,燃油,,internal_90d,0.88
萨普,福田,萨普,,燃油车,,燃油,,internal_90d,0.88
萨瓦纳,福田,萨瓦纳,,燃油车,,燃油,,internal_90d,0.88
蒂维拉,双龙,蒂维拉,,燃油车,,燃油,,internal_90d,0.88
蒙派克e,福田,蒙派克E,,燃油车,,燃油,,internal_90d,0.88
蒙迪欧,福特,蒙迪欧,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
蒙迪欧phev,福特,蒙迪欧PHEV,,新能源,,新能源,,internal_90d,0.88
蒙迪欧致胜,福特,蒙迪欧-致胜,,燃油车,,燃油,,internal_90d,0.88
蓝山,魏牌,蓝山,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
蓝山dhtphev,魏牌,蓝山DHT-PHEV,,新能源,,新能源,,internal_90d,0.88
蓝气球,睿蓝汽车,蓝气球,,新能源,,新能源,,internal_90d,0.88
蓝猫,江汽集团,蓝猫,,新能源,,新能源,,internal_90d,0.88
蓝瑟,三菱,蓝瑟,,燃油车,,燃油,,internal_90d,0.88
蓝电e5,蓝电,蓝电E5,,新能源,,新能源,,internal_90d,0.88
蓝电e5plus,蓝电,蓝电E5 PLUS,,新能源,,新能源,,internal_90d,0.88
蓝鸟,日产,蓝鸟,,燃油车,,燃油,,internal_90d,0.88
蓝鸟印象,日产,蓝鸟·印象,,燃油车,,燃油,,internal_90d,0.88
蔚揽,大众,蔚揽,,燃油车,,燃油,,internal_90d,0.88
蔚揽phev,大众,蔚揽PHEV,,新能源,,新能源,,internal_90d,0.88
蔚来ec6,蔚来,蔚来EC6,,新能源,,新能源,,internal_90d,0.88
蔚来ec7,蔚来,蔚来EC7,,新能源,,新能源,,internal_90d,0.88
蔚来es6,蔚来,蔚来ES6,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
蔚来es7,蔚来,蔚来ES7,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
蔚来es8,蔚来,蔚来ES8,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
蔚来es9,蔚来,蔚来ES9,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
蔚来et5,蔚来,蔚来ET5,,新能源,,新能源,,internal_90d,0.88
蔚来et5t,蔚来,蔚来ET5T,,新能源,,新能源,,internal_90d,0.88
蔚来et7,蔚来,蔚来ET7,,新能源,,新能源,,internal_90d,0.88
蔚来et9,蔚来,蔚来ET9,,新能源,,新能源,,internal_90d,0.88
蝰蛇,道奇,蝰蛇,,燃油车,,燃油,,internal_90d,0.88
裕隆汽车u5,纳智捷,裕隆汽车U5,,燃油车,,燃油,,internal_90d,0.88
西玛,日产,西玛,,燃油车,,燃油,,internal_90d,0.88
观境,金杯,观境,,燃油车,,燃油,,internal_90d,0.88
观致3,观致,观致3,,燃油车,,燃油,,internal_90d,0.88
观致5,观致,观致5,,燃油车,,燃油,,internal_90d,0.88
观致7,观致,观致7,,燃油车,,燃油,,internal_90d,0.88
览拓者,长安,览拓者,,燃油车,,燃油,,internal_90d,0.88
角斗士,Jeep,角斗士,,燃油车,,燃油,,dcd_ranking+internal_90d,0.96
解放t90,一汽,解放T90,,燃油车,,燃油,,internal_90d,0.88
讴歌cdx,讴歌,讴歌CDX,,燃油车,,燃油,,internal_90d,0.88
讴歌ilx,讴歌,讴歌ILX,,燃油车,,燃油,,internal_90d,0.88
讴歌mdx,讴歌,讴歌MDX,,燃油车,,燃油,,internal_90d,0.88
讴歌rdx,讴歌,讴歌RDX,,燃油车,,燃油,,internal_90d,0.88
讴歌rdx进口,讴歌,讴歌RDX(进口),,燃油车,,燃油,,internal_90d,0.88
讴歌rl,讴歌,讴歌RL,,燃油车,,燃油,,internal_90d,0.88
讴歌tl,讴歌,讴歌TL,,燃油车,,燃油,,internal_90d,0.88
讴歌tlx,讴歌,讴歌TLX,,燃油车,,燃油,,internal_90d,0.88
讴歌tlxl,讴歌,讴歌TLX-L,,燃油车,,燃油,,internal_90d,0.88
讴歌tsx,讴歌,讴歌TSX,,燃油车,,燃油,,internal_90d,0.88
讴歌zdx,讴歌,讴歌ZDX,,燃油车,,燃油,,internal_90d,0.88
谢尔比gte,谢尔比,谢尔比GTE,,燃油车,,燃油,,internal_90d,0.88
豪情,吉利汽车,豪情,,燃油车,,燃油,,internal_90d,0.88
豪情suv,吉利汽车,豪情SUV,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
豪越,吉利汽车,豪越,,燃油车,,燃油,,internal_90d,0.88
豪越l,吉利汽车,豪越L,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
豪越pro,吉利汽车,豪越PRO,,燃油车,,燃油,,internal_90d,0.88
豹5,方程豹,豹5,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
豹8,方程豹,豹8,,新能源,,新能源,,internal_90d,0.88
贵士,日产,贵士,,燃油车,,燃油,,internal_90d,0.88
赛力斯7,SERES赛力斯,赛力斯7,,燃油车,,燃油,,internal_90d,0.88
赛力斯ix3,SERES赛力斯,赛力斯iX3,,新能源,,新能源,,internal_90d,0.88
赛力斯sf5,SERES赛力斯,赛力斯SF5,,新能源,,新能源,,internal_90d,0.88
赛博坦克300,坦克,赛博坦克300,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
赛博越野旅行车,特斯拉,赛博越野旅行车,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
赛图斯,起亚,赛图斯,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
赛影,长城,赛影,,燃油车,,燃油,,internal_90d,0.88
赛拉图,起亚,赛拉图,,燃油车,,燃油,,internal_90d,0.88
赛欧,雪佛兰,赛欧,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
赛纳,雪铁龙,赛纳,,燃油车,,燃油,,internal_90d,0.88
赛那,丰田,赛那,MPV,燃油车,MPV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
赛飞利,欧宝,赛飞利,,燃油车,,燃油,,internal_90d,0.88
赛马,哈飞,赛马,,燃油车,,燃油,,internal_90d,0.88
起亚ev5,起亚,起亚EV5,SUV,新能源,SUV,新能源,,dcd_ranking+internal_90d,0.96
起亚ev6,起亚,起亚EV6,,新能源,,新能源,,internal_90d,0.88
起亚k2,起亚,起亚K2,,燃油车,,燃油,,internal_90d,0.88
起亚k3,起亚,起亚K3,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
起亚k3phev,起亚,起亚K3 PHEV,,新能源,,新能源,,internal_90d,0.88
起亚k3s,起亚,起亚K3S,,燃油车,,燃油,,internal_90d,0.88
起亚k4,起亚,起亚K4,,燃油车,,燃油,,internal_90d,0.88
起亚k5,起亚,起亚K5,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
起亚k5phev,起亚,起亚K5 PHEV,,新能源,,新能源,,internal_90d,0.88
起亚kx5,起亚,起亚KX5,,燃油车,,燃油,,internal_90d,0.88
起亚kx7,起亚,起亚KX7,,燃油车,,燃油,,internal_90d,0.88
起亚vq,起亚,起亚VQ,,燃油车,,燃油,,internal_90d,0.88
超级van,远程汽车,超级VAN,其他,新能源,,新能源,,heuristic_body+internal_90d,0.88
超级维特拉,铃木,超级维特拉,,燃油车,,燃油,,internal_90d,0.88
跨越星v3,长安跨越,跨越星V3,,燃油车,,燃油,,internal_90d,0.88
跨越星v5,长安跨越,跨越星V5,,燃油车,,燃油,,internal_90d,0.88
跨越星v5ev,长安跨越,跨越星V5 EV,,新能源,,新能源,,internal_90d,0.88
跨越星v7,长安跨越,跨越星V7,,燃油车,,燃油,,internal_90d,0.88
跨越星v7ev,长安跨越,跨越星V7 EV,,新能源,,新能源,,internal_90d,0.88
跨越星光ev,长安跨越,跨越星光 EV,,新能源,,新能源,,internal_90d,0.88
跨越王f3,长安跨越,跨越王F3,,燃油车,,燃油,,internal_90d,0.88
跨越王x1,长安跨越,跨越王X1,,燃油车,,燃油,,internal_90d,0.88
跨越王x3,长安跨越,跨越王X3,,燃油车,,燃油,,internal_90d,0.88
跨越王x3ev,长安跨越,跨越王X3 EV,,新能源,,新能源,,internal_90d,0.88
跨越王x5,长安跨越,跨越王X5,,燃油车,,燃油,,internal_90d,0.88
跨越王x7,长安跨越,跨越王X7,,燃油车,,燃油,,internal_90d,0.88
跨越者d5,长安跨越,跨越者D5,,燃油车,,燃油,,internal_90d,0.88
路盛e80,华泰,路盛E80,,燃油车,,燃油,,internal_90d,0.88
车驰sprinter,车驰汽车,车驰Sprinter,其他,燃油车,,燃油,,heuristic_body+internal_90d,0.88
车驰vclass,车驰汽车,车驰V-Class,,燃油车,,燃油,,internal_90d,0.88
轩度,凯翼,轩度,,燃油车,,燃油,,internal_90d,0.88
轩朗,力帆汽车,轩朗,,燃油车,,燃油,,internal_90d,0.88
轩逸,日产,轩逸,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
轩逸纯电,日产,轩逸·纯电,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
辉昂,大众,辉昂,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
辉腾,大众,辉腾,,燃油车,,燃油,,internal_90d,0.88
迈凯伦540c,迈凯伦,迈凯伦540C,,燃油车,,燃油,,internal_90d,0.88
迈凯伦570gt,迈凯伦,迈凯伦570GT,,燃油车,,燃油,,internal_90d,0.88
迈凯伦570s,迈凯伦,迈凯伦570S,,燃油车,,燃油,,internal_90d,0.88
迈凯伦625c,迈凯伦,迈凯伦625C,,燃油车,,燃油,,internal_90d,0.88
迈凯伦650s,迈凯伦,迈凯伦650S,,燃油车,,燃油,,internal_90d,0.88
迈凯伦720s,迈凯伦,迈凯伦720S,,燃油车,,燃油,,internal_90d,0.88
迈凯伦artura,迈凯伦,迈凯伦Artura,,新能源,,新能源,,internal_90d,0.88
迈凯伦gt,迈凯伦,迈凯伦GT,,燃油车,,燃油,,internal_90d,0.88
迈威,力帆汽车,迈威,,燃油车,,燃油,,internal_90d,0.88
迈巴赫,迈巴赫,迈巴赫,,燃油车,,燃油,,internal_90d,0.88
迈巴赫gls,奔驰,迈巴赫GLS,,燃油车,,燃油,,internal_90d,0.88
迈巴赫s级,奔驰,迈巴赫S级,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
迈巴赫s级phev,奔驰,迈巴赫S级 PHEV,,新能源,,新能源,,internal_90d,0.88
迈特威,大众,迈特威,,燃油车,,燃油,,internal_90d,0.88
迈腾,大众,迈腾,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
迈腾gte,大众,迈腾GTE,轿车,新能源,轿车,新能源,,heuristic_body+internal_90d,0.88
迈腾phev,大众,迈腾PHEV,轿车,新能源,轿车,新能源,,dcd_ranking+heuristic_body+internal_90d,0.96
迈腾进口,大众,迈腾(进口),轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
迈莎锐v级,迈莎锐,迈莎锐V级,,燃油车,,燃油,,internal_90d,0.88
迈莎锐保时捷911,迈莎锐,迈莎锐保时捷911,,燃油车,,燃油,,internal_90d,0.88
迈迈,迈迈,迈迈,,新能源,,新能源,,internal_90d,0.88
迈锐宝,雪佛兰,迈锐宝,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
迈锐宝xl,雪佛兰,迈锐宝XL,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
远志m1,大运,远志M1,,新能源,,新能源,,internal_90d,0.88
远景,吉利汽车,远景,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
远景s1,吉利汽车,远景S1,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
远景x1,吉利汽车,远景X1,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
远景x3,吉利汽车,远景X3,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
远景x6,吉利汽车,远景X6,轿车,燃油车,轿车,燃油,,heuristic_body+internal_90d,0.88
远程e5,远程汽车,远程E5,,新能源,,新能源,,internal_90d,0.88
远程e6,远程汽车,远程E6,,新能源,,新能源,,internal_90d,0.88
远程星享f1e,远程汽车,远程星享F1E,,新能源,,新能源,,internal_90d,0.88
远程星享v,远程汽车,远程星享V,,新能源,,新能源,,internal_90d,0.88
远程星智h,远程汽车,远程星智H,,新能源,,新能源,,internal_90d,0.88
远航y6,远航汽车,远航Y6,,新能源,,新能源,,internal_90d,0.88
迷迪,福田,迷迪,,燃油车,,燃油,,internal_90d,0.88
逍客,日产,逍客,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
途乐,日产,途乐,,燃油车,,燃油,,internal_90d,0.88
途乐y61,日产,途乐Y61,,燃油车,,燃油,,internal_90d,0.88
途安,大众,途安,,燃油车,,燃油,,internal_90d,0.88
途安l,大众,途安L,MPV,燃油车,MPV,燃油,,dcd_ranking+internal_90d,0.96
途岳,大众,途岳,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
途岳ev,大众,途岳EV,,新能源,,新能源,,internal_90d,0.88
途昂,大众,途昂,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
途昂x,大众,途昂X,,燃油车,,燃油,,internal_90d,0.88
途睿欧,福特,途睿欧,,燃油车,,燃油,,internal_90d,0.88
途胜,现代,途胜,SUV,燃油车,SUV,燃油,,dcd_ranking+internal_90d,0.96
途观,大众,途观,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
途观l,大众,途观L,SUV,燃油车,SUV,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
途观lphev,大众,途观L PHEV,SUV,新能源,SUV,新能源,,heuristic_body+internal_90d,0.88
途观x,大众,途观X,SUV,燃油车,SUV,燃油,,heuristic_body+internal_90d,0.88
途达,日产,途达,,燃油车,,燃油,,internal_90d,0.88
途逸,东风,途逸,,燃油车,微卡,燃油,,internal_90d,0.88
途铠,大众,途铠,,燃油车,,燃油,,internal_90d,0.88
途锐,大众,途锐,,燃油车,,燃油,,internal_90d,0.88
途锐phev,大众,途锐PHEV,,新能源,,新能源,,internal_90d,0.88
速尊,斯柯达,速尊,,燃油车,,燃油,,internal_90d,0.88
速派,斯柯达,速派,轿车,燃油车,轿车,燃油,,dcd_ranking+internal_90d,0.96
速派进口,斯柯达,速派(进口),,燃油车,,燃油,,internal_90d,0.88
速翼特,铃木,速翼特,,燃油车,,燃油,,internal_90d,0.88
速腾,大众,速腾,轿车,燃油车,轿车,燃油,,dcd_ranking+heuristic_body+internal_90d,0.96
速达sa01,速达,速达SA01,,新能源,,新能源,,internal_90d,0.88
